Timestamp	Min	Average	Max
1298073600	729	1237	492
1298077200	898	1507	596
1298080800	1061	1776	767
1298084400	1075	1849	778
1298088000	1010	1790	660
1298091600	919	1492	632
1298095200	814	1558	478
1298098800	668	1191	400
1298102400	585	1110	347
1298106000	559	1157	306
1298109600	551	1170	340
1298113200	549	1148	310
1298116800	610	1295	375
1298120400	722	1595	432
1298124000	865	1710	543
1298127600	929	1861	541
1298131200	912	1783	565
1298134800	864	1575	563
1298138400	823	1426	517
1298142000	782	1230	501
1298145600	764	1170	517
1298149200	743	1331	403
1298152800	718	1210	395
1298156400	720	1163	489
1298160000	772	1342	550
1298163600	912	1640	637
1298167200	1067	1856	747
1298170800	1046	1851	716
1298174400	1016	1812	690
1298178000	934	1684	579
1298181600	796	1301	469
1298185200	675	1106	446
1298188800	612	1133	407
1298192400	562	1093	303
1298196000	550	1040	353
1298199600	543	1071	342
1298203200	582	1157	358
1298206800	676	1607	381
1298210400	822	1737	467
1298214000	907	1776	484
1298217600	896	1595	562
1298221200	857	1396	585
1298224800	825	1294	573
1298228400	786	1227	506
1298232000	763	1164	526
1298235600	749	1210	531
1298239200	685	1082	434
1298242800	699	1121	445
1298246400	734	1174	549
1298250000	871	1503	574
1298253600	1026	1853	636
1298257200	1022	1756	718
1298260800	958	1668	651
1298264400	866	1498	562
1298268000	747	1214	454
1298271600	642	1162	327
1298275200	594	991	309
1298278800	562	947	338
1298282400	548	1037	360
1298286000	554	1080	374
1298289600	590	1143	401
1298293200	687	1393	416
1298296800	837	1801	514
1298300400	915	1972	532
1298304000	951	1857	562
1298307600	961	1724	587
1298311200	922	1495	560
1298314800	934	1453	489
1298318400	892	1417	512
1298322000	858	1295	440
1298325600	840	1295	464
1298329200	832	1248	525
1298332800	893	1407	658
1298336400	1062	1741	754
1298340000	1182	1761	819
1298343600	1140	1725	715
1298347200	1067	1560	648
1298350800	949	1378	598
1298354400	796	1224	451
1298358000	650	1024	335
1298361600	551	1024	283
1298365200	529	972	313
1298368800	506	945	260
1298372400	516	965	295
1298376000	562	1090	332
1298379600	683	1309	388
1298383200	861	1369	596
1298386800	874	1523	552
1298390400	761	1253	468
1298394000	724	1217	439
1298397600	707	1196	441
1298401200	677	1021	456
1298404800	666	1028	403
1298408400	650	1019	342
1298412000	628	972	350
1298415600	645	986	399
1298419200	699	1022	486
1298422800	840	1202	585
1298426400	1037	1509	695
1298430000	1077	1660	644
1298433600	1007	1450	633
1298437200	898	1282	553
1298440800	767	1183	490
1298444400	616	1020	355
1298448000	550	965	352
1298451600	521	1009	319
1298455200	503	983	303
1298458800	510	1047	279
1298462400	545	1075	346
1298466000	665	1282	407
1298469600	827	1445	567
1298473200	855	1462	547
1298476800	770	1225	488
1298480400	740	1129	457
1298484000	697	1152	425
1298487600	699	1115	434
1298491200	679	1028	415
1298494800	648	1045	346
1298498400	626	991	334
1298502000	661	1025	440
1298505600	698	1103	474
1298509200	857	1355	572
1298512800	1036	1563	617
1298516400	1035	1629	641
1298520000	1009	1441	678
1298523600	900	1305	572
1298527200	777	1173	477
1298530800	632	1038	332
1298534400	572	1018	367
1298538000	541	1026	344
1298541600	537	1044	341
1298545200	550	1050	364
1298548800	581	1146	346
1298552400	716	1389	431
1298556000	871	1508	591
1298559600	868	1472	522
1298563200	787	1303	464
1298566800	719	1282	430
1298570400	697	1208	424
1298574000	671	1187	382
1298577600	672	1179	403
1298581200	650	1098	417
1298584800	650	1074	424
1298588400	636	1063	428
1298592000	674	1165	467
1298595600	848	1407	601
1298599200	1021	1685	684
1298602800	1028	1628	661
1298606400	985	1541	610
1298610000	906	1354	599
1298613600	759	1162	433
1298617200	615	1084	343
1298620800	552	1088	312
1298624400	539	1100	314
1298628000	530	1067	321
1298631600	531	1141	328
1298635200	576	1250	354
1298638800	699	1480	419
1298642400	879	1701	563
1298646000	861	1515	532
1298649600	778	1434	493
1298653200	720	1215	494
1298656800	716	1285	395
1298660400	666	1102	361
1298664000	625	1024	333
1298667600	595	982	284
1298671200	603	1069	334
1298674800	614	1092	438
1298678400	662	1108	452
1298682000	816	1313	527
1298685600	1004	1684	613
1298689200	1021	1744	655
1298692800	973	1584	584
1298696400	867	1336	507
1298700000	741	1215	467
1298703600	632	1143	402
1298707200	568	1109	375
1298710800	532	1039	303
1298714400	509	978	334
1298718000	518	989	343
1298721600	556	1087	353
1298725200	673	1432	389
1298728800	841	1677	541
1298732400	844	1646	541
1298736000	785	1503	490
1298739600	756	1411	498
1298743200	709	1297	374
1298746800	701	1159	417
1298750400	673	1043	405
1298754000	625	954	370
1298757600	641	1033	394
1298761200	639	954	412
1298764800	686	1179	480
1298768400	794	1169	594
1298772000	994	1845	686
1298775600	992	1808	671
1298779200	950	1712	563
1298782800	870	1449	505
1298786400	751	1398	419
1298790000	628	1165	342
1298793600	569	1065	294
1298797200	533	1078	267
1298800800	520	1095	276
1298804400	509	1062	290
1298808000	539	1183	316
1298811600	606	1263	358
1298815200	748	1580	428
1298818800	862	1748	532
1298822400	853	1630	523
1298826000	816	1476	465
1298829600	790	1472	370
1298833200	787	1472	390
1298836800	776	1312	440
1298840400	751	1222	481
1298844000	755	1306	528
1298847600	732	1211	499
1298851200	733	1211	515
1298854800	844	1360	610
1298858400	1010	1627	730
1298862000	1016	1710	669
1298865600	960	1583	586
1298869200	859	1424	539
1298872800	739	1306	403
1298876400	603	1043	328
1298880000	539	1017	326
1298883600	507	1002	243
1298887200	494	1008	268
1298890800	489	994	289
1298894400	513	1093	320
1298898000	602	1455	355
1298901600	713	1595	410
1298905200	806	1605	452
1298908800	791	1460	462
1298912400	772	1371	483
1298916000	738	1260	493
1298919600	729	1236	458
1298923200	702	1253	434
1298926800	696	1188	407
1298930400	663	1155	408
1298934000	700	1141	514
1298937600	707	1114	530
1298941200	841	1353	580
1298944800	1011	1603	701
1298948400	1021	1473	703
1298952000	962	1408	592
1298955600	846	1247	452
1298959200	700	1107	356
1298962800	569	988	291
1298966400	506	964	248
1298970000	479	945	256
1298973600	473	958	253
1298977200	474	965	266
1298980800	505	1080	286
1298984400	615	1225	378
1298988000	761	1365	525
1298991600	778	1357	506
1298995200	724	1341	469
1298998800	664	1161	421
1299002400	651	1067	394
1299006000	649	1081	392
1299009600	642	1041	430
1299013200	622	1088	375
1299016800	594	1089	305
1299020400	603	975	390
1299024000	626	1024	401
1299027600	763	1204	522
1299031200	948	1439	605
1299034800	950	1356	650
1299038400	947	1380	699
1299042000	848	1276	547
1299045600	719	1065	468
1299049200	589	954	395
1299052800	507	879	285
1299056400	489	922	307
1299060000	472	882	291
1299063600	480	890	293
1299067200	518	1000	325
1299070800	649	1309	385
1299074400	798	1472	509
1299078000	811	1415	522
1299081600	708	1196	465
1299085200	671	1159	447
1299088800	614	971	353
1299092400	612	950	389
1299096000	632	1003	433
1299099600	610	1034	348
1299103200	587	945	396
1299106800	617	1002	418
1299110400	661	1106	471
1299114000	782	1170	593
1299117600	959	1426	686
1299121200	966	1426	720
1299124800	926	1360	623
1299128400	817	1147	519
1299132000	703	932	435
1299135600	574	889	299
1299139200	493	802	272
1299142800	473	857	284
1299146400	452	803	245
1299150000	459	859	286
1299153600	494	959	263
1299157200	596	1103	388
1299160800	754	1256	494
1299164400	763	1180	484
1299168000	689	1053	454
1299171600	655	1064	409
1299175200	621	991	366
1299178800	640	1073	417
1299182400	634	1116	406
1299186000	608	976	347
1299189600	607	1013	361
1299193200	607	958	369
1299196800	639	1057	429
1299200400	772	1125	537
1299204000	958	1310	630
1299207600	969	1426	724
1299211200	921	1315	637
1299214800	854	1249	609
1299218400	725	1135	500
1299222000	592	1074	381
1299225600	538	1047	325
1299229200	504	957	293
1299232800	503	1029	324
1299236400	501	1024	325
1299240000	552	1207	335
1299243600	684	1417	417
1299247200	818	1430	548
1299250800	831	1389	559
1299254400	739	1197	485
1299258000	701	1215	436
1299261600	659	1045	411
1299265200	635	974	342
1299268800	624	967	409
1299272400	640	1026	437
1299276000	627	1124	418
1299279600	627	1109	434
1299283200	655	1049	467
1299286800	791	1210	599
1299290400	978	1621	701
1299294000	992	1624	716
1299297600	960	1550	675
1299301200	849	1410	555
1299304800	730	1221	470
1299308400	615	1135	341
1299312000	548	1099	311
1299315600	512	1031	288
1299319200	502	1010	280
1299322800	502	1044	278
1299326400	529	1114	319
1299330000	631	1394	377
1299333600	779	1527	496
1299337200	798	1424	483
1299340800	756	1444	451
1299344400	703	1139	437
1299348000	683	1152	324
1299351600	671	1132	356
1299355200	645	1003	347
1299358800	613	1065	331
1299362400	605	1029	363
1299366000	631	1107	431
1299369600	671	1085	492
1299373200	755	1243	537
1299376800	930	1522	655
1299380400	931	1585	614
1299384000	891	1498	528
1299387600	812	1425	494
1299391200	721	1303	351
1299394800	615	1147	301
1299398400	554	1135	288
1299402000	518	1059	311
1299405600	485	1011	274
1299409200	488	1031	258
1299412800	513	1123	317
1299416400	587	1176	361
1299420000	706	1393	411
1299423600	788	1470	457
1299427200	796	1400	529
1299430800	789	1253	577
1299434400	742	1171	408
1299438000	690	1045	463
1299441600	685	1037	433
1299445200	691	1112	493
1299448800	664	1138	451
1299452400	692	1145	431
1299456000	719	1212	503
1299459600	803	1293	532
1299463200	989	1645	671
1299466800	968	1594	532
1299470400	906	1392	563
1299474000	792	1167	449
1299477600	689	1057	420
1299481200	567	951	295
1299484800	521	1007	275
1299488400	485	955	280
1299492000	482	941	293
1299495600	476	952	267
1299499200	528	1039	330
1299502800	596	1132	389
1299506400	699	1252	458
1299510000	785	1424	510
1299513600	782	1408	498
1299517200	758	1326	521
1299520800	730	1148	473

